movieId,genres,original_title,id,overview,actors,director
904,Mystery|Thriller,Rear Window,567,"Professional photographer L.B. ""Jeff"" Jeffries breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Freemont and his visiting nurse Stella to investigate.","['jamesstewart', 'gracekelly', 'wendellcorey']",alfredhitchcock
908,Action|Adventure|Mystery|Romance|Thriller,North by Northwest,213,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.","['carygrant', 'evamariesaint', 'jamesmason']",alfredhitchcock
910,Comedy|Crime,Some Like It Hot,239,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.","['marilynmonroe', 'tonycurtis', 'jacklemmon']",billywilder
912,Drama|Romance,Casablanca,289,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.","['humphreybogart', 'ingridbergman', 'paulhenreid']",michaelcurtiz
916,Comedy|Drama|Romance,Roman Holiday,804,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.","['gregorypeck', 'audreyhepburn', 'eddiealbert']",williamwyler
920,Drama|Romance|War,Gone with the Wind,770,An American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.,"['vivienleigh', 'clarkgable', 'oliviadehavilland']",victorfleming
923,Drama|Mystery,Citizen Kane,15,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.","['orsonwelles', 'josephcotten', 'dorothycomingore']",orsonwelles
924,Adventure|Drama|Sci-Fi,2001: A Space Odyssey,62,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","['keirdullea', 'garylockwood', 'williamsylvester']",stanleykubrick
952,Adventure|Comedy,Around the World in 80 Days,10204,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.","['jackiechan', 'stevecoogan', 'céciledefrance']",frankcoraci
953,Children|Drama|Fantasy|Romance,It's a Wonderful Life,1585,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.","['jamesstewart', 'donnareed', 'lionelbarrymore']",frankcapra
968,Horror|Sci-Fi|Thriller,Night of the Living Dead,10331,"A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype.","['duanejones', ""juditho'dea"", 'karlhardman']",georgea.romero
1020,Comedy,Cool Runnings,864,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.","['leonrobinson', 'douge.doug', 'rawled.lewis']",jonturteltaub
1022,Animation|Children|Fantasy|Musical|Romance,Cinderella,11224,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!","['ilenewoods', 'eleanoraudley', 'lucillebliss']",clydegeronimi
1027,Adventure|Drama,Robin Hood: Prince of Thieves,8367,"When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.","['kevincostner', 'morganfreeman', 'christianslater']",kevinreynolds
1028,Children|Comedy|Fantasy|Musical,Mary Poppins,433,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.","['julieandrews', 'dickvandyke', 'davidtomlinson']",robertstevenson
1029,Animation|Children|Drama|Musical,Dumbo,11360,Dumbo is a baby elephant born with oversized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy -- Timothy the Mouse -- the pint-sized pachyderm learns to surmount all obstacles.,"['sterlingholloway', 'hermanbing', 'johnmcleish']",samuelarmstrong
1030,Adventure|Animation|Children|Musical,Pete's Dragon,294272,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.","['brycedallashoward', 'oakesfegley', 'wesbentley']",davidlowery
1032,Adventure|Animation|Children|Fantasy|Musical,Alice in Wonderland,12092,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!","['kathrynbeaumont', 'vernafelton', 'edwynn']",hamiltonluske
1036,Action|Crime|Thriller,Die Hard,562,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.","['brucewillis', 'alanrickman', 'alexandergodunov']",johnmctiernan
1061,Thriller,Sleepers,819,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes. A moving drama from director Barry Levinson.,"['robertdeniro', 'bradpitt', 'kevinbacon']",barrylevinson
1064,Animation|Children|Comedy|Fantasy|Musical|Romance,Aladdin and the King of Thieves,11238,"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.","['scottweinger', 'lindalarkin', 'robinwilliams']",tadstones
1073,Children|Comedy|Fantasy|Musical,Willy Wonka & the Chocolate Factory,252,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,"['genewilder', 'jackalbertson', 'peterostrum']",melstuart
1086,Crime|Mystery|Thriller,Dial M for Murder,521,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan - to frame her for murder instead.","['raymilland', 'gracekelly', 'robertcummings']",alfredhitchcock
1088,Drama|Musical|Romance,Dirty Dancing,88,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer – and unexpectedly falling in love.","['jennifergrey', 'patrickswayze', 'jerryorbach']",emileardolino
1089,Crime|Mystery|Thriller,Reservoir Dogs,500,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.","['harveykeitel', 'timroth', 'michaelmadsen']",quentintarantino
